ST_MONTH;AREA;COMPETENCY;HOURLY WORKLOAD
M2018_07;AREA 14;LOCALTEST 80;20.4
M2018_07;AREA 14;LOCALTEST 81;6.12
M2018_07;AREA 14;LOCALTEST 82;1.6
M2018_07;AREA 14;LOCALTEST 83;0
M2018_07;AREA 14;LOCALTEST 84;2.36
M2018_07;AREA 14;LOCALTEST 85;12.72
M2018_07;AREA 14;LOCALTEST 86;10.28
M2018_07;AREA 14;LOCALTEST 87;15.22
M2018_07;AREA 15;LOCALTEST 88;257.51
M2018_07;AREA 15;LOCALTEST 89;235.93
M2018_07;AREA 15;LOCALTEST 90;18.24
M2018_07;AREA 15;LOCALTEST 91;11.69
M2018_07;AREA 15;LOCALTEST 92;14
M2018_07;AREA 15;LOCALTEST 93;15.6
M2018_07;AREA 15;LOCALTEST 94;4.43
M2018_07;AREA 15;LOCALTEST 95;2.8
M2018_07;AREA 15;LOCALTEST 96;51.17
M2018_07;AREA 7;LOCALTEST 97;660.76
M2018_07;AREA 7;LOCALTEST 98;0
M2018_07;AREA 7;LOCALTEST 99;0
M2018_07;AREA 16;LOCALTEST 100;137.25
M2018_07;AREA 16;LOCALTEST 101;431.36
M2018_07;AREA 16;LOCALTEST 102;77.52
M2018_07;AREA 16;LOCALTEST 103;83.26
M2018_07;AREA 16;LOCALTEST 104;41.31
M2018_07;AREA 16;LOCALTEST 105;0
M2018_07;AREA 16;LOCALTEST 106;26.01
M2018_07;AREA 16;LOCALTEST 107;0.41
M2018_07;AREA 1;LOCALTEST 108;397.51
M2018_07;AREA 1;LOCALTEST 109;449.05
M2018_07;AREA 1;LOCALTEST 110;220.68
M2018_07;AREA 1;LOCALTEST 111;198.31
M2018_07;AREA 1;LOCALTEST 112;131.36
M2018_07;AREA 1;LOCALTEST 113;130.83
M2018_07;AREA 1;LOCALTEST 114;72.4
M2018_07;AREA 1;LOCALTEST 115;79.2
M2018_07;AREA 1;LOCALTEST 116;37.44
M2018_07;AREA 1;LOCALTEST 117;0.67
M2018_07;AREA 1;LOCALTEST 118;0
M2018_07;AREA 6;LOCALTEST 119;700.03
M2018_07;AREA 6;LOCALTEST 120;710.69
M2018_07;AREA 6;LOCALTEST 121;789.7
M2018_07;AREA 6;LOCALTEST 122;322.16
M2018_07;AREA 6;LOCALTEST 123;258.66
M2018_07;AREA 6;LOCALTEST 124;212.67
M2018_07;AREA 6;LOCALTEST 125;257.25
M2018_07;AREA 6;LOCALTEST 126;270.05
M2018_07;AREA 6;LOCALTEST 127;117.84
M2018_07;AREA 6;LOCALTEST 128;148.84
M2018_07;AREA 6;LOCALTEST 129;109.32
M2018_07;AREA 6;LOCALTEST 130;101.92
M2018_07;AREA 6;LOCALTEST 131;0
M2018_07;AREA 6;LOCALTEST 132;22.24
M2018_07;AREA 6;LOCALTEST 133;247.32
M2018_07;AREA 6;LOCALTEST 134;1.6
M2018_07;AREA 6;LOCALTEST 135;10.72
M2018_07;AREA 11;LOCALTEST 136;898.95
M2018_07;AREA 11;LOCALTEST 137;420.33
M2018_07;AREA 11;LOCALTEST 138;193.16
M2018_07;AREA 11;LOCALTEST 139;131.2
M2018_07;AREA 11;LOCALTEST 140;34.49
M2018_07;AREA 11;LOCALTEST 141;0
M2018_07;AREA 11;LOCALTEST 142;55.13
M2018_07;AREA 11;LOCALTEST 143;182.24
M2018_07;AREA 11;LOCALTEST 144;0
M2018_07;AREA 11;LOCALTEST 145;2.16
M2018_07;AREA 11;LOCALTEST 146;0
M2018_07;AREA 17;LOCALTEST 147;210.91
M2018_07;AREA 17;LOCALTEST 148;318.51
M2018_07;AREA 17;LOCALTEST 149;12.88
M2018_07;AREA 17;LOCALTEST 150;0
M2018_07;AREA 17;LOCALTEST 151;0
M2018_07;AREA 18;LOCALTEST 152;151.64
M2018_07;AREA 18;LOCALTEST 153;0
M2018_07;AREA 18;LOCALTEST 154;249.04
M2018_07;AREA 18;LOCALTEST 155;147.52
M2018_07;AREA 18;LOCALTEST 156;0
M2018_07;AREA 19;LOCALTEST 157;4.61
M2018_07;AREA 19;LOCALTEST 158;349.42
M2018_08;AREA 8;LOCALTEST 1;780.79
M2018_08;AREA 8;LOCALTEST 2;501.68
M2018_08;AREA 8;LOCALTEST 3;495.83
M2018_08;AREA 8;LOCALTEST 4;550.12
M2018_08;AREA 8;LOCALTEST 5;0
M2018_08;AREA 8;LOCALTEST 6;7
M2018_08;AREA 8;LOCALTEST 7;25.72
M2018_08;AREA 8;LOCALTEST 8;7.36
M2018_08;AREA 8;LOCALTEST 9;0
M2018_08;AREA 8;LOCALTEST 10;0
M2018_08;AREA 8;LOCALTEST 11;2.92
M2018_08;AREA 8;LOCALTEST 12;11.68
M2018_08;AREA 12;LOCALTEST 13;62.17
M2018_08;AREA 12;LOCALTEST 14;149.93
M2018_08;AREA 12;LOCALTEST 15;103.64
M2018_08;AREA 12;LOCALTEST 16;22.01
M2018_08;AREA 12;LOCALTEST 17;133.22
M2018_08;AREA 12;LOCALTEST 18;239.67
M2018_08;AREA 12;LOCALTEST 19;46.96
M2018_08;AREA 12;LOCALTEST 20;24.49
M2018_08;AREA 12;LOCALTEST 21;125.32
M2018_08;AREA 9;LOCALTEST 22;134.23
M2018_08;AREA 9;LOCALTEST 23;155.87
M2018_08;AREA 9;LOCALTEST 24;60.48
M2018_08;AREA 9;LOCALTEST 25;52.48
M2018_08;AREA 9;LOCALTEST 26;22.55
M2018_08;AREA 9;LOCALTEST 27;54.65
M2018_08;AREA 9;LOCALTEST 28;29.04
M2018_08;AREA 5;LOCALTEST 29;12.57
M2018_08;AREA 5;LOCALTEST 30;317.87
M2018_08;AREA 5;LOCALTEST 31;128.96
M2018_08;AREA 5;LOCALTEST 32;19.36
M2018_08;AREA 5;LOCALTEST 33;0
M2018_08;AREA 3;LOCALTEST 34;167.91
M2018_08;AREA 3;LOCALTEST 35;205.64
M2018_08;AREA 3;LOCALTEST 36;60.95
M2018_08;AREA 3;LOCALTEST 37;254.6
M2018_08;AREA 3;LOCALTEST 38;0
M2018_08;AREA 3;LOCALTEST 39;100.69
M2018_08;AREA 4;LOCALTEST 40;439.45
M2018_08;AREA 4;LOCALTEST 41;340.28
M2018_08;AREA 4;LOCALTEST 42;116.16
M2018_08;AREA 4;LOCALTEST 43;82.68
M2018_08;AREA 4;LOCALTEST 44;60.64
M2018_08;AREA 13;LOCALTEST 45;571.37
M2018_08;AREA 13;LOCALTEST 46;200.6
M2018_08;AREA 13;LOCALTEST 47;90.74
M2018_08;AREA 13;LOCALTEST 48;49.51
M2018_08;AREA 13;LOCALTEST 49;89.4
M2018_08;AREA 13;LOCALTEST 50;0
M2018_08;AREA 13;LOCALTEST 51;7.09
M2018_08;AREA 13;LOCALTEST 52;8.22
M2018_08;AREA 2;LOCALTEST 53;928.65
M2018_08;AREA 2;LOCALTEST 54;5.66
M2018_08;AREA 2;LOCALTEST 55;405.79
M2018_08;AREA 2;LOCALTEST 56;68.28
M2018_08;AREA 2;LOCALTEST 57;314.34
M2018_08;AREA 2;LOCALTEST 58;24.97
M2018_08;AREA 2;LOCALTEST 59;7.6
M2018_08;AREA 10;LOCALTEST 60;434.96
M2018_08;AREA 10;LOCALTEST 61;100
M2018_08;AREA 10;LOCALTEST 62;652.28
M2018_08;AREA 10;LOCALTEST 63;194.1
M2018_08;AREA 10;LOCALTEST 64;152.6
M2018_08;AREA 10;LOCALTEST 65;55.33
M2018_08;AREA 10;LOCALTEST 66;320.88
M2018_08;AREA 10;LOCALTEST 67;0
M2018_08;AREA 10;LOCALTEST 68;625.01
M2018_08;AREA 10;LOCALTEST 69;887.49
M2018_08;AREA 10;LOCALTEST 70;705.47
M2018_08;AREA 10;LOCALTEST 71;0.93
M2018_08;AREA 10;LOCALTEST 72;437.16
M2018_08;AREA 10;LOCALTEST 73;48.88
M2018_08;AREA 10;LOCALTEST 74;54.23
M2018_08;AREA 14;LOCALTEST 75;197.76
M2018_08;AREA 14;LOCALTEST 76;72.7
M2018_08;AREA 14;LOCALTEST 77;3.47
M2018_08;AREA 14;LOCALTEST 78;39.73
M2018_08;AREA 14;LOCALTEST 79;7.97
M2018_08;AREA 14;LOCALTEST 80;19
M2018_08;AREA 14;LOCALTEST 81;6.28
M2018_08;AREA 14;LOCALTEST 82;1.6
M2018_08;AREA 14;LOCALTEST 83;0
M2018_08;AREA 14;LOCALTEST 84;2.36
M2018_08;AREA 14;LOCALTEST 85;14.88
M2018_08;AREA 14;LOCALTEST 86;12.08
M2018_08;AREA 14;LOCALTEST 87;14.86
M2018_08;AREA 15;LOCALTEST 88;215.91
M2018_08;AREA 15;LOCALTEST 89;155.29
M2018_08;AREA 15;LOCALTEST 90;9.8
M2018_08;AREA 15;LOCALTEST 91;9.01
M2018_08;AREA 15;LOCALTEST 92;14
M2018_08;AREA 15;LOCALTEST 93;16.04
M2018_08;AREA 15;LOCALTEST 94;2.39
M2018_08;AREA 15;LOCALTEST 95;2.24
M2018_08;AREA 15;LOCALTEST 96;56.29
M2018_08;AREA 7;LOCALTEST 97;678.64
M2018_08;AREA 7;LOCALTEST 98;0
M2018_08;AREA 7;LOCALTEST 99;0
M2018_08;AREA 16;LOCALTEST 100;85.33
M2018_08;AREA 16;LOCALTEST 101;371.44
M2018_08;AREA 16;LOCALTEST 102;54.4
M2018_08;AREA 16;LOCALTEST 103;69.78
M2018_08;AREA 16;LOCALTEST 104;31.83
M2018_08;AREA 16;LOCALTEST 105;0
M2018_08;AREA 16;LOCALTEST 106;22.49
M2018_08;AREA 16;LOCALTEST 107;0.41
M2018_08;AREA 1;LOCALTEST 108;359.87
M2018_08;AREA 1;LOCALTEST 109;390.81
M2018_08;AREA 1;LOCALTEST 110;201.88
M2018_08;AREA 1;LOCALTEST 111;192.51
M2018_08;AREA 1;LOCALTEST 112;123
M2018_08;AREA 1;LOCALTEST 113;124.91
M2018_08;AREA 1;LOCALTEST 114;73
M2018_08;AREA 1;LOCALTEST 115;77
M2018_08;AREA 1;LOCALTEST 116;35.72
M2018_08;AREA 1;LOCALTEST 117;0.67
M2018_08;AREA 1;LOCALTEST 118;0
M2018_08;AREA 6;LOCALTEST 119;677.75
M2018_08;AREA 6;LOCALTEST 120;734.29
M2018_08;AREA 6;LOCALTEST 121;788.58
M2018_08;AREA 6;LOCALTEST 122;318.68
M2018_08;AREA 6;LOCALTEST 123;250.34
M2018_08;AREA 6;LOCALTEST 124;235.51
M2018_08;AREA 6;LOCALTEST 125;266.21
M2018_08;AREA 6;LOCALTEST 126;275.33
M2018_08;AREA 6;LOCALTEST 127;118.8
M2018_08;AREA 6;LOCALTEST 128;151
M2018_08;AREA 6;LOCALTEST 129;109.92
M2018_08;AREA 6;LOCALTEST 130;103.2
M2018_08;AREA 6;LOCALTEST 131;0
M2018_08;AREA 6;LOCALTEST 132;22
M2018_08;AREA 6;LOCALTEST 133;219.64
M2018_08;AREA 6;LOCALTEST 134;1.24
M2018_08;AREA 6;LOCALTEST 135;10.72
M2018_08;AREA 11;LOCALTEST 136;899.91
M2018_08;AREA 11;LOCALTEST 137;434.97
M2018_08;AREA 11;LOCALTEST 138;191.08
M2018_08;AREA 11;LOCALTEST 139;135.12
M2018_08;AREA 11;LOCALTEST 140;33.93
M2018_08;AREA 11;LOCALTEST 141;0
M2018_08;AREA 11;LOCALTEST 142;48.17
M2018_08;AREA 11;LOCALTEST 143;178.76
M2018_08;AREA 11;LOCALTEST 144;0
M2018_08;AREA 11;LOCALTEST 145;2.16
M2018_08;AREA 11;LOCALTEST 146;0
M2018_08;AREA 17;LOCALTEST 147;218.07
M2018_08;AREA 17;LOCALTEST 148;285.71
M2018_08;AREA 17;LOCALTEST 149;12.88
M2018_08;AREA 17;LOCALTEST 150;0
M2018_08;AREA 17;LOCALTEST 151;0
M2018_08;AREA 18;LOCALTEST 152;115.56
M2018_08;AREA 18;LOCALTEST 153;0
M2018_08;AREA 18;LOCALTEST 154;320.88
M2018_08;AREA 18;LOCALTEST 155;183.6
M2018_08;AREA 18;LOCALTEST 156;0
M2018_08;AREA 19;LOCALTEST 157;4.33
M2018_08;AREA 19;LOCALTEST 158;298.1
M2018_09;AREA 8;LOCALTEST 1;1011.69
M2018_09;AREA 8;LOCALTEST 2;629.55
M2018_09;AREA 8;LOCALTEST 3;635.49
M2018_09;AREA 8;LOCALTEST 4;701.4
M2018_09;AREA 8;LOCALTEST 5;0
M2018_09;AREA 8;LOCALTEST 6;8.05
M2018_09;AREA 8;LOCALTEST 7;31.4
M2018_09;AREA 8;LOCALTEST 8;8.05
M2018_09;AREA 8;LOCALTEST 9;0
M2018_09;AREA 8;LOCALTEST 10;0
M2018_09;AREA 8;LOCALTEST 11;4.3
M2018_09;AREA 8;LOCALTEST 12;14.7
M2018_09;AREA 12;LOCALTEST 13;74.97
M2018_09;AREA 12;LOCALTEST 14;191.42
M2018_09;AREA 12;LOCALTEST 15;129.7
M2018_09;AREA 12;LOCALTEST 16;26.86
M2018_09;AREA 12;LOCALTEST 17;158.13
M2018_09;AREA 12;LOCALTEST 18;296.63
M2018_09;AREA 12;LOCALTEST 19;58.75
M2018_09;AREA 12;LOCALTEST 20;29.52
M2018_09;AREA 12;LOCALTEST 21;157.95
M2018_09;AREA 9;LOCALTEST 22;177.78
M2018_09;AREA 9;LOCALTEST 23;200.83
M2018_09;AREA 9;LOCALTEST 24;69
M2018_09;AREA 9;LOCALTEST 25;66.95
M2018_09;AREA 9;LOCALTEST 26;28.58
M2018_09;AREA 9;LOCALTEST 27;67.52
M2018_09;AREA 9;LOCALTEST 28;32.7
M2018_09;AREA 5;LOCALTEST 29;15.71
M2018_09;AREA 5;LOCALTEST 30;414.53
M2018_09;AREA 5;LOCALTEST 31;169.6
M2018_09;AREA 5;LOCALTEST 32;33.85
M2018_09;AREA 5;LOCALTEST 33;0
M2018_09;AREA 3;LOCALTEST 34;215.09
M2018_09;AREA 3;LOCALTEST 35;260.4
M2018_09;AREA 3;LOCALTEST 36;79.24
M2018_09;AREA 3;LOCALTEST 37;326.75
M2018_09;AREA 3;LOCALTEST 38;0
M2018_09;AREA 3;LOCALTEST 39;131.02
M2018_09;AREA 4;LOCALTEST 40;564.31
M2018_09;AREA 4;LOCALTEST 41;441.4
M2018_09;AREA 4;LOCALTEST 42;151
M2018_09;AREA 4;LOCALTEST 43;107.55
M2018_09;AREA 4;LOCALTEST 44;78.65
M2018_09;AREA 13;LOCALTEST 45;779.01
M2018_09;AREA 13;LOCALTEST 46;268.15
M2018_09;AREA 13;LOCALTEST 47;112.92
M2018_09;AREA 13;LOCALTEST 48;62.94
M2018_09;AREA 13;LOCALTEST 49;119.95
M2018_09;AREA 13;LOCALTEST 50;0
M2018_09;AREA 13;LOCALTEST 51;8.81
M2018_09;AREA 13;LOCALTEST 52;11.62
M2018_09;AREA 2;LOCALTEST 53;1195.36
M2018_09;AREA 2;LOCALTEST 54;7.07
M2018_09;AREA 2;LOCALTEST 55;519.88
M2018_09;AREA 2;LOCALTEST 56;85.35
M2018_09;AREA 2;LOCALTEST 57;403.78
M2018_09;AREA 2;LOCALTEST 58;32.57
M2018_09;AREA 2;LOCALTEST 59;9.5
M2018_09;AREA 10;LOCALTEST 60;550.95
M2018_09;AREA 10;LOCALTEST 61;124.66
M2018_09;AREA 10;LOCALTEST 62;830.05
M2018_09;AREA 10;LOCALTEST 63;243.62
M2018_09;AREA 10;LOCALTEST 64;192
M2018_09;AREA 10;LOCALTEST 65;67.32
M2018_09;AREA 10;LOCALTEST 66;396.95
M2018_09;AREA 10;LOCALTEST 67;0
M2018_09;AREA 10;LOCALTEST 68;793.82
M2018_09;AREA 10;LOCALTEST 69;1094.87
M2018_09;AREA 10;LOCALTEST 70;888.18
M2018_09;AREA 10;LOCALTEST 71;1.17
M2018_09;AREA 10;LOCALTEST 72;548.7
M2018_09;AREA 10;LOCALTEST 73;61.3
M2018_09;AREA 10;LOCALTEST 74;67.64
M2018_09;AREA 14;LOCALTEST 75;264.75
M2018_09;AREA 14;LOCALTEST 76;94.78
M2018_09;AREA 14;LOCALTEST 77;4.33
M2018_09;AREA 14;LOCALTEST 78;55.41
M2018_09;AREA 14;LOCALTEST 79;10.37
M2018_09;AREA 14;LOCALTEST 80;23.4
M2018_09;AREA 14;LOCALTEST 81;8.05
M2018_09;AREA 14;LOCALTEST 82;2
M2018_09;AREA 14;LOCALTEST 83;0
M2018_09;AREA 14;LOCALTEST 84;2.75
M2018_09;AREA 14;LOCALTEST 85;18.3
M2018_09;AREA 14;LOCALTEST 86;15.01
M2018_09;AREA 14;LOCALTEST 87;18.82
M2018_09;AREA 15;LOCALTEST 88;265.94
M2018_09;AREA 15;LOCALTEST 89;192.36
M2018_09;AREA 15;LOCALTEST 90;9.8
M2018_09;AREA 15;LOCALTEST 91;10.47
M2018_09;AREA 15;LOCALTEST 92;17.5
M2018_09;AREA 15;LOCALTEST 93;19.7
M2018_09;AREA 15;LOCALTEST 94;2.38
M2018_09;AREA 15;LOCALTEST 95;2.7
M2018_09;AREA 15;LOCALTEST 96;70.37
M2018_09;AREA 7;LOCALTEST 97;840.35
M2018_09;AREA 7;LOCALTEST 98;0
M2018_09;AREA 7;LOCALTEST 99;0
M2018_09;AREA 16;LOCALTEST 100;102.11
M2018_09;AREA 16;LOCALTEST 101;464.24
M2018_09;AREA 16;LOCALTEST 102;66.85
M2018_09;AREA 16;LOCALTEST 103;87.28
M2018_09;AREA 16;LOCALTEST 104;40.28
M2018_09;AREA 16;LOCALTEST 105;0
M2018_09;AREA 16;LOCALTEST 106;28.67
M2018_09;AREA 16;LOCALTEST 107;0.51
M2018_09;AREA 1;LOCALTEST 108;463.84
M2018_09;AREA 1;LOCALTEST 109;512.17
M2018_09;AREA 1;LOCALTEST 110;253.55
M2018_09;AREA 1;LOCALTEST 111;241.38
M2018_09;AREA 1;LOCALTEST 112;156.8
M2018_09;AREA 1;LOCALTEST 113;160.53
M2018_09;AREA 1;LOCALTEST 114;90.9
M2018_09;AREA 1;LOCALTEST 115;97.3
M2018_09;AREA 1;LOCALTEST 116;45.95
M2018_09;AREA 1;LOCALTEST 117;0.83
M2018_09;AREA 1;LOCALTEST 118;0
M2018_09;AREA 6;LOCALTEST 119;843.48
M2018_09;AREA 6;LOCALTEST 120;898.66
M2018_09;AREA 6;LOCALTEST 121;998.38
M2018_09;AREA 6;LOCALTEST 122;399.65
M2018_09;AREA 6;LOCALTEST 123;306.33
M2018_09;AREA 6;LOCALTEST 124;270.79
M2018_09;AREA 6;LOCALTEST 125;332.61
M2018_09;AREA 6;LOCALTEST 126;345.41
M2018_09;AREA 6;LOCALTEST 127;146.2
M2018_09;AREA 6;LOCALTEST 128;188.05
M2018_09;AREA 6;LOCALTEST 129;137.8
M2018_09;AREA 6;LOCALTEST 130;123.55
M2018_09;AREA 6;LOCALTEST 131;0
M2018_09;AREA 6;LOCALTEST 132;26.85
M2018_09;AREA 6;LOCALTEST 133;270.35
M2018_09;AREA 6;LOCALTEST 134;1.3
M2018_09;AREA 6;LOCALTEST 135;11.4
M2018_09;AREA 11;LOCALTEST 136;1129.43
M2018_09;AREA 11;LOCALTEST 137;549.41
M2018_09;AREA 11;LOCALTEST 138;239.9
M2018_09;AREA 11;LOCALTEST 139;168.9
M2018_09;AREA 11;LOCALTEST 140;45.41
M2018_09;AREA 11;LOCALTEST 141;0
M2018_09;AREA 11;LOCALTEST 142;63.72
M2018_09;AREA 11;LOCALTEST 143;225.2
M2018_09;AREA 11;LOCALTEST 144;0
M2018_09;AREA 11;LOCALTEST 145;2.5
M2018_09;AREA 11;LOCALTEST 146;0
M2018_09;AREA 17;LOCALTEST 147;278.13
M2018_09;AREA 17;LOCALTEST 148;360.98
M2018_09;AREA 17;LOCALTEST 149;13.9
M2018_09;AREA 17;LOCALTEST 150;0
M2018_09;AREA 17;LOCALTEST 151;0
M2018_09;AREA 18;LOCALTEST 152;144.15
M2018_09;AREA 18;LOCALTEST 153;0
M2018_09;AREA 18;LOCALTEST 154;364.5
M2018_09;AREA 18;LOCALTEST 155;260.3
M2018_09;AREA 18;LOCALTEST 156;0
M2018_09;AREA 19;LOCALTEST 157;5.37
M2018_09;AREA 19;LOCALTEST 158;391.93
